id,file_path,status,error,cid,created_at,updated_at
199,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/lange_sf_weill_school_pledge.jpg,Success,"",bafkreibwbikzjeddguj7p26rwd35i4mdof7juvvg3e6u2d4vvjb3vk54jm,2026-04-07 16:07:36.53805,2026-04-07 16:07:38.596687
200,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/lange_sf_tatsuno_family_packing.jpg,Success,"",bafkreie2pviq6qusae4obueb7wrsdasdjmkbushhwjyez22jn3tpxiwtiq,2026-04-07 16:07:36.881822,2026-04-07 16:07:38.603608
201,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/01_adams_from_guard_tower_west.jpg,Success,"",bafkreigvfj4gumsjfgwlkwvb2grlugzs6xjjykq4b65valr64yoryjdl4i,2026-04-07 16:07:36.947481,2026-04-07 16:07:39.63633
254,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg03.mp4,Success,"",bafkreicpnqqs7duyer3r22fkeizvtsgz3do7naq2i3l2jxij3sty32cf3a,2026-04-07 16:07:59.923218,2026-04-07 16:08:03.73411
255,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg07.mp4,Success,"",bafkreidvmkfunug2zz2qos47bwxiqqsy3rn332lxrlhx4th3bvbnheopq4,2026-04-07 16:08:01.813697,2026-04-07 16:08:04.704015
158,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/02_npmaps_official_layout.jpg,Success,"",bafkreiesxpdj2dwgwutw5knikjqwktjqzomeq6tzeu6cwqwnamvyknx5ta,2026-04-07 16:07:25.08337,2026-04-07 16:07:26.518976
159,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/03_npmaps_historical_1944.gif,Success,"",bafkreigf2swd5xlplrvvspdz65pk6nsqqii7rib45tonlfbre6midejj6a,2026-04-07 16:07:25.677643,2026-04-07 16:07:27.297793
160,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/04_npmaps_block_layout.gif,Success,"",bafkreidkrsiefnn6hwzzvnljgm5phvsufwqw6hsuos6afocyhwbc3axlqq,2026-04-07 16:07:26.224779,2026-04-07 16:07:27.553096
256,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg05.mp4,Success,"",bafkreic3otafhhauajshulkf6hp6dea3ruyxvq5plguniv2w5yrkc4anji,2026-04-07 16:08:01.937074,2026-04-07 16:08:06.592705
258,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg09.mp4,Success,"",bafkreiamojfx57ywgenepmspnqsw4lzcttkdrida3rhbi7ytqhc6evxoc4,2026-04-07 16:08:03.71786,2026-04-07 16:08:06.59993
262,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg11.mp4,Success,"",bafkreidvsedpxvzhmvjfcjh3vdk6h6kclrpiyiqquv5vyyrn5txacqv4xq,2026-04-07 16:08:05.725807,2026-04-07 16:08:08.85117
261,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg10.mp4,Success,"",bafkreiccujoemdqhf6w6jfteqp3asov6dsarnrmei5zcxfpin5uzdiboli,2026-04-07 16:08:05.501652,2026-04-07 16:08:09.606036
260,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg08.mp4,Success,"",bafkreihsj3femyjlbbrdo7xaz46jvcblombr32gl6hphabdw3lc5t5o37e,2026-04-07 16:08:05.281915,2026-04-07 16:08:10.461009
257,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg04.mp4,Success,"",bafkreifgzmgucvgyvjbfu2s36fa2tfbubbkpndbe5qha57e2ilqn5hdpfe,2026-04-07 16:08:03.027642,2026-04-07 16:08:10.610129
259,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg06.mp4,Success,"",bafkreic5bnzuegkdvxplt3imxxcwcggbqgivhlw3vzam5rgrj7fumvmsxq,2026-04-07 16:08:04.770467,2026-04-07 16:08:11.486462
161,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/obata_topaz_pencil_drawing.jpg,Success,"",bafkreidtd3ewvtukpcozsarcdeay3ej6rqmun2b7vxirkv4euox3zoftlu,2026-04-07 16:07:27.25462,2026-04-07 16:07:30.061191
162,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/MAP_MANIFEST.txt,Success,"",bafkreicoerzrsdoav3bqjevuiysbefpalahwgmwabcczapbw6t6avfrudq,2026-04-07 16:07:27.949091,2026-04-07 16:07:31.58176
164,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/NEWSPAPER_MANIFEST.txt,Success,"",bafkreiexntz25muzy7cochgwngurcspvnsihmaq2mkcsbwh5dht4kvmvc4,2026-04-07 16:07:28.549119,2026-04-07 16:07:31.639152
163,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/05_nps_brochure_map.pdf,Success,"",bafkreigc6hzj2zglznbq5mq22p7zylw6tarzazd2hankl5nfksyoaubh7q,2026-04-07 16:07:28.205825,2026-04-07 16:07:31.653942
166,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 12, 1943 Wakasa Shooting Page1.pdf",Success,"",bafkreifo4ueij5uoallqg7hshkc2apb75pghgvlqiuz7vpxsmf5d6zmyra,2026-04-07 16:07:29.355537,2026-04-07 16:07:31.664482
167,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 12, 1943 Wakasa Shooting Page2.pdf",Success,"",bafkreier3ifqxvrtj5i2xxg3jgwwehx6xbhszn2rl3tn4tkmxrl5w562h4,2026-04-07 16:07:29.740182,2026-04-07 16:07:31.687715
168,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 13, 1943 Wakasa Shooting Page1.pdf",Success,"",bafkreigmgdujqp6wqef3gnvwz6mxxbb3arki2hroprm24u6gv5kctzmzbm,2026-04-07 16:07:29.774878,2026-04-07 16:07:31.759347
169,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 15, 1943 Wakasa Shooting Page1.pdf",Success,"",bafkreibw7xezst6h6dsiq7ipsej3mywi6ongcatkgz6tugdhoeuykyo2fe,2026-04-07 16:07:30.329046,2026-04-07 16:07:32.468065
170,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 16, 1943 Wakasa Shooting Page1.pdf",Success,"",bafkreigs4jhzlryzcivzocxh56x2f4suewvfsl6vqon2mwtk5ct7aug4qa,2026-04-07 16:07:30.544326,2026-04-07 16:07:32.468165
172,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 20, 1943 Wakasa Shooting Page1 EXTRA EDITION.pdf",Success,"",bafkreicrtjob4r6ehrldqabqayf5ukdmi3h7zmfqw3nrndw2lwkogv7zc4,2026-04-07 16:07:31.141246,2026-04-07 16:07:33.382723
173,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/02_construction_from_grandstand.jpg,Success,"",bafkreif4k366eety7jwlj3nq7oub3u7bhetm3motnkay26p7pin4wgloii,2026-04-07 16:07:31.701919,2026-04-07 16:07:34.577343
174,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 20, 1943 Wakasa Shooting Page1 FIRST EDITION.pdf",Success,"",bafkreictb2sg4qdwfbdgoy2ln7olm7zpoeiucu6homogpbw3aua6ds2sdm,2026-04-07 16:07:31.890525,2026-04-07 16:07:36.005914
175,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/03_family_porch_horse_stall.jpg,Success,"",bafkreiakng4bc642mzglbk6gm7hnej6vstdgwpzpshscrqafkrkpt5rllq,2026-04-07 16:07:31.999898,2026-04-07 16:07:37.841063
176,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/05_arrival_sorting_luggage.jpg,Success,"",bafkreiek5cke2dgwsoup4qp6an3gwrpwtk32np5vqzrkdji72ngtzhbdtq,2026-04-07 16:07:32.47462,2026-04-07 16:07:37.847194
177,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/04_grandstand_admin_building.jpg,Success,"",bafkreiecmuvzebwhpaujzwjeuseax47zuebgz2zvtovx53ejlonky3pfq4,2026-04-07 16:07:32.56466,2026-04-07 16:07:37.866624
165,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/07_sanborn_1949_san_bruno_sheet1.tif,Success,"",bafkreiehenyy6k7whhvgvyzoxttacl22ooiidjhlt3l36mppzs3np5tbxa,2026-04-07 16:07:28.742711,2026-04-07 16:07:37.980206
171,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/videos/days_of_waiting_estelle_ishigo_1990.mp4,Success,"",bafkreigjnhs2w7tjilofjcsmdhgxclt2dvziukcog2obu3b2nyynxv4poa,2026-04-07 16:07:30.647787,2026-04-07 16:07:38.443757
179,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/07_guard_watchtower.jpg,Success,"",bafkreibip2rhpluq2gwf52ra56flsy4gmtk2w3s5id43fmt2ahdho42uma,2026-04-07 16:07:33.014155,2026-04-07 16:07:37.885207
182,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/newspapers/Topaz Times April 17, 1943 Wakasa Shooting Page1.pdf",Success,"",bafkreifixcq3wpfon4vqf7lhvrhzysst7glkhqljlhhnhp6dfmraq6mcvu,2026-04-07 16:07:33.655363,2026-04-07 16:07:37.910323
187,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/14_boarding_train.jpg,Success,"",bafkreic67vcdk4ajvgrm2tixnadilfe7qhyfmtfm23x67xsebrudxr5xzm,2026-04-07 16:07:34.495326,2026-04-07 16:07:38.338313
191,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/19_lange_cubanc_43_1_00497199a_001_ii.jpg,Success,"",bafkreiekrxg4tghlqiwb5q4mbwynxn53felm4wuah5jdv6j6ycloyscmri,2026-04-07 16:07:35.276232,2026-04-07 16:07:38.366892
194,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/April 29, 1942 — Tanforan Assembly center, San Bruno, California. Barracks for family living quarters. Each door enters into a family unit of two small rooms..webp",Success,"",bafkreihhfbefjpm4xh5qi5tiuyyx53agvkmv5h6qgoouar2wco4go7paxe,2026-04-07 16:07:35.440554,2026-04-07 16:07:38.388511
202,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/uchida_yoshiko_portrait.jpg,Success,"",bafkreib7az3tiv2koop7q6a45islulbd3crsqigh3r47uivvi2t5x3c2uu,2026-04-07 16:07:37.01298,2026-04-07 16:07:39.763025
203,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/04_adams_street_barracks.jpg,Success,"",bafkreialaszu4sywsdtmupccocbty2a6pq7phwqhpxxpgg6ewi4vheinri,2026-04-07 16:07:37.495417,2026-04-07 16:07:39.767975
204,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/03_adams_guard_tower_view_west_neg.jpg,Success,"",bafkreieqkgwldftpbtq34tq3fo73efo6f6qvf4i4jeb3eujqn4eonyc73q,2026-04-07 16:07:37.549838,2026-04-07 16:07:39.778544
206,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/06_adams_mt_williamson.jpg,Success,"",bafkreibxwv2sdjshx52pprrbs5jpkl2wjmfiyjjv4or43icztxs34w2wwa,2026-04-07 16:07:37.986773,2026-04-07 16:07:39.783657
205,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/05_lange_dust_storm.jpg,Success,"",bafkreibkjcrmfeiat7qgyj3fvmqx66ro5fuxqyfe7ehrrycyjz26mzhtiy,2026-04-07 16:07:37.967405,2026-04-07 16:07:39.788259
207,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/07_adams_cemetery_monument.jpg,Success,"",bafkreibsoqtyws7hwdy2bydpsosz5ygf5bab3x55ysawlg422qqdxx32lq,2026-04-07 16:07:38.095052,2026-04-07 16:07:39.795434
208,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/10_adams_farm_workers.jpg,Success,"",bafkreia46f5ew2gxkqwzpcwasinmbccggtz4zoscqeywam2tspbnznesrm,2026-04-07 16:07:38.790863,2026-04-07 16:07:40.045749
209,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/08_adams_yonemitsu_home.jpg,Success,"",bafkreihhqlgsxj3qlp7iflr5ajj7cvusxlcfv6f4gvgwce2yuxhzx4zvqm,2026-04-07 16:07:38.898954,2026-04-07 16:07:40.057831
210,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/09_adams_baseball.jpg,Success,"",bafkreidreg534vjqgowmawe2ssipgagkv6mbxez37jjijsh2cxzlimncem,2026-04-07 16:07:38.931558,2026-04-07 16:07:40.254763
211,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/11_adams_barracks_mountains.jpg,Success,"",bafkreif6fvmt6wrjym6peka76lkklkza3rfcm3z5afdio6n56tgj3qesq4,2026-04-07 16:07:39.364913,2026-04-07 16:07:40.540485
212,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/12_adams_takeno_newspaper.jpg,Success,"",bafkreif7cm7ep62drojs7fkr2jxa2xascgzeulndemtgz77vm6cofwhxy4,2026-04-07 16:07:39.418689,2026-04-07 16:07:40.553907
213,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/13_adams_nurse_aiko.jpg,Success,"",bafkreiak6nufcli4spiounlgzgxo5kal5cxk7r3lo554g6stfz5b63iuke,2026-04-07 16:07:39.549878,2026-04-07 16:07:40.560347
214,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/15_adams_pleasure_park.jpg,Success,"",bafkreigpxj5rpx6y7ytv4ymtf3spra6tm2oyx4pssskix63uujy4ypwqia,2026-04-07 16:07:40.112872,2026-04-07 16:07:41.480255
215,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/16_lange_barrack_interior_nara538136.jpg,Success,"",bafkreihnhnzfoezlk6y4ku2e3j6qpr76q4mxcz7qaina4kccywstnvli2y,2026-04-07 16:07:40.207855,2026-04-07 16:07:41.580454
216,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/14_adams_packing_departure.jpg,Success,"",bafkreifslavc2iml4326lqtptqjdvndxohrxodwjq44c5iuokka64fvqcy,2026-04-07 16:07:40.297106,2026-04-07 16:07:42.582643
217,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/18_nps_block14_barracks_exhibit.jpg,Success,"",bafkreifcbyymlv3aozronc3w3hdc2ptiqtwqvv4ptxqmomae3rjqnrcnp4,2026-04-07 16:07:40.812167,2026-04-07 16:07:42.618502
218,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/17_adams_street_scene_clouds.jpg,Success,"",bafkreiejj3mbzdgzgsymi66u2iztuk2wh3heaf4j7o6teoh4i35eaxzvya,2026-04-07 16:07:40.838155,2026-04-07 16:07:42.62394
219,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/July 2, 1942 — Manzanar Relocation Center, Manzanar, California. Mealtime in one of the messhalls at this War Relocation Authority center for evacuees of Japanese ancestry..webp",Success,"",bafkreiaeyomjurrc7vbreh7z5fccenpehw256we6chufushpi7hywdwijm,2026-04-07 16:07:40.892016,2026-04-07 16:07:42.631806
220,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/PHOTO_MANIFEST.txt,Success,"",bafkreifl3h27zpqas2blkvljnz6vfjxww6leja6oc622t2uwivtrllmha4,2026-04-07 16:07:41.570244,2026-04-07 16:07:42.645815
221,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/lange_manzanar_evacuees_outside_barrack.jpg,Success,"",bafkreihahrpoiby2djlq7w3cs5cdihewfiakshdxzazuuyzkj3l6d6s2j4,2026-04-07 16:07:41.664726,2026-04-07 16:07:42.718832
223,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/02_adams_from_guard_tower_sw.jpg,Success,"",bafkreiewswfz75ha4abw4mcyd6woastquzg6qmknrzdxzq6wvnydxb4syi,2026-04-07 16:07:42.010273,2026-04-07 16:07:43.369577
224,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/testimonies/TESTIMONY_MANIFEST.txt,Success,"",bafkreid2axaemwbgmzi4vspsgz25pij4bpggrfepdqpltlvkdrjmiwqjz4,2026-04-07 16:07:42.306651,2026-04-07 16:07:44.610858
225,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/lange_manzanar_quarters_mt_whitney.jpg,Success,"",bafkreie33dizevz3j2mo2264rbu2dppp3tc5ynd2ylo6k7tsuybvc37ocy,2026-04-07 16:07:42.389817,2026-04-07 16:07:44.666136
226,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/lange_manzanar_softball_game.jpg,Success,"",bafkreif26wu34q5pruuawgfbkqcpii4jnqwobagdd4x5uku6dseydvblmu,2026-04-07 16:07:42.479598,2026-04-07 16:07:44.66979
248,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/videos/manzanar_home_movies_1944.mp4,Success,"",bafkreid7jyb6droe7vv3iobg7dqh2hzkydsokjsjpnngdp4apgu3lhxjfe,2026-04-07 16:07:53.909681,2026-04-07 16:07:59.603046
222,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/July 3, 1942 — Manzanar, California. Dust storm at this War Relocation Authority center where evacuees of Japanese ancestry are spending the duration.webp",Success,"",bafkreif72mensqnwnmup7sciija74kccua7qhjcdg4yazzjda2d5mr7qzq,2026-04-07 16:07:41.81412,2026-04-07 16:07:43.047111
227,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/testimonies/quote_bank.txt,Success,"",bafkreiclrsdkbw2nngw722qkhl2csvdj7cocbxaydnljhufa6sks6ikd6e,2026-04-07 16:07:42.63611,2026-04-07 16:07:44.674608
228,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/testimonies/TESTIMONY_MANIFEST.txt,Success,"",bafkreiemy34fugsquvby3g7semaxwjcw3x6lvet64a63vwpwhs42avea6i,2026-04-07 16:07:43.112582,2026-04-07 16:07:44.686401
229,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/testimonies/TESTIMONY_MANIFEST.txt,Success,"",bafkreianvo6p77ajif6ptri7u2lgspe553poy5gukfdsrvht4bmkchcctu,2026-04-07 16:07:43.120186,2026-04-07 16:07:44.697932
230,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/testimonies/quote_bank.txt,Success,"",bafkreic6g6qxmdipubmdymtcjqmxhtkubyyrewxbp5jqosk5gfgiuxrolq,2026-04-07 16:07:43.255129,2026-04-07 16:07:44.70483
231,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/testimonies/quote_bank.txt,Success,"",bafkreiehqpjrxvqi5thkgvsmyky7vowjwoyoprzipf3eaefulkgmhttc7a,2026-04-07 16:07:43.441063,2026-04-07 16:07:45.604712
232,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/13_densho_aerial_overview.jpg,Success,"",bafkreidiriuekbfbael72veua7q3sv24b5cr6erkq5ilez7gkicohgzdxy,2026-04-07 16:07:43.790734,2026-04-07 16:07:45.741576
233,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/PHOTO_MANIFEST.txt,Success,"",bafkreibx3harit65cu33ck42wo4maynrlcnc5y5gzi5fjcfqc3vueyk2j4,2026-04-07 16:07:43.936355,2026-04-07 16:07:45.750769
234,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/Topaz_crew_delivering_heaters_tom_parker.jpg,Success,"",bafkreihdffyymzp6id5ibmeeuyfnas4lxxvevo7cux5zhx2ke2ortcrhz4,2026-04-07 16:07:44.269585,2026-04-07 16:07:45.757316
235,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/Topaz_crew_delivering_heaters_tom_parker_caption.jpg,Success,"",bafkreiakyr4ppziwnd5kvfimff4zu3zrnzxs63yl6fomrotjmlwcsyrhyi,2026-04-07 16:07:44.429848,2026-04-07 16:07:45.762558
236,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/Wakasa_Funeral.jpg,Success,"",bafkreictejynxgs6m5pom444o5osnqtbwqxkrawc3ewekc2tr4ckn74bwe,2026-04-07 16:07:44.539803,2026-04-07 16:07:45.775973
237,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/Wakasa_Funeral_caption.jpg,Success,"",bafkreigophglse4s5prlua7bn2cey4erl4qq4adrlhg5yn3kvnfpkdnlbe,2026-04-07 16:07:44.853276,2026-04-07 16:07:46.046726
239,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/charles_f_earnst_at_topazjpg.jpg,Success,"",bafkreiarlrn4fbgdxu62nze7223cltwodxgqwynzp6b5fafittbzdpmcm4,2026-04-07 16:07:45.13169,2026-04-07 16:07:46.493937
238,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/Topaz_arial_overview_ddr-manz-4-127-mezzanine-7bc20565a2.tif,Success,"",bafkreibq6lcnzew6d2pva5vzoygthi2gzp6mnyhgnnfr3obxgx7jife3wa,2026-04-07 16:07:44.95655,2026-04-07 16:07:46.501161
240,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/photos/charles_f_earnst_at_topaz_caption.jpg,Success,"",bafkreigswmeosetmns5dkrwixjpbjtmhxtp46rhfj57gsfde2k7ydg7u6m,2026-04-07 16:07:45.488867,2026-04-07 16:07:46.515059
241,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/videos/VIDEO_MANIFEST.txt,Success,"",bafkreichicwt67ziwgd3eihomvbhqbfx5aamyo2gvbu4lxtn7h4g66y4iu,2026-04-07 16:07:46.346095,2026-04-07 16:07:47.460817
245,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/VIDEO_MANIFEST.txt,Success,"",bafkreieu4fhl3rxrfo5ornmdve2xenv6si6ylztayt5kimj5waombgfl3m,2026-04-07 16:07:48.849528,2026-04-07 16:07:50.128289
242,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/videos/kawahara_interview_seg01_densho.mp4,Success,"",bafkreiaye3muytp6mgewyfiuisrzyh2o2vb4z3ugscpi4jetiif7zs74dq,2026-04-07 16:07:47.938057,2026-04-07 16:07:50.693643
243,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/videos/kawahara_interview_seg05_camp_memories.mp4,Success,"",bafkreici2a34iwshjxeiwbr47uyx535oyvi4mplir2mahxf6ljfwmxmdwy,2026-04-07 16:07:48.023125,2026-04-07 16:07:50.698257
244,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/videos/embrey_interview_seg01_densho.mp4,Success,"",bafkreice3rpzqgyl3sqopzfva5rr22saclb2hlr7rusalz4lks7qtwsaai,2026-04-07 16:07:48.395727,2026-04-07 16:07:50.717943
246,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/videos/manzanar_wrc_independence_footage.mp4,Success,"",bafkreicwj4qma5x5mnfwghji6w2c6uabyycc4mvkno426mkfsjbdhtmy3a,2026-04-07 16:07:49.932886,2026-04-07 16:07:51.642083
247,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/videos/manzanar_1943_1945_archival_footage.mp4,Success,"",bafkreifujnf6dafn6q7h5vi46l62roejgkjv67elw7owb4nlgr6wbyxcp4,2026-04-07 16:07:50.380641,2026-04-07 16:07:55.266052
250,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg01.mp4,Success,"",bafkreie5n75xtswk42konqtd5unmjlyiabgnw2yplveyzbhkm5akrg3ckm,2026-04-07 16:07:56.629118,2026-04-07 16:08:00.457007
253,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg02.mp4,Success,"",bafkreibzzore6zliokbykyrydgo6f6mzcfebnbfj2lufddi3mr7gwbqu6i,2026-04-07 16:07:59.450405,2026-04-07 16:08:04.730582
251,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/unfinished_business_1985_korematsu.mp4,Success,"",bafkreibvguohl4ol5x4qeharxopqovtfjzpnttpl2jb4siw5anqzugwp7u,2026-04-07 16:07:57.328814,2026-04-07 16:08:17.593428
252,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/tatsuno_topaz_home_movies_color.mp4,Success,"",bafkreifbvkqfuubea5qjtzgkliz7xi27kiyhagf7fnlkyy3oswdu5pfd54,2026-04-07 16:07:58.287796,2026-04-07 16:08:21.317215
249,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/kawahara_interview_seg07_first_impressions_topaz.mp4,Success,"",bafkreifxxdmuzkfgl7gw4vjfa7kxfbmvlrh5mza6omp7uccgw4xcemrw4e,2026-04-07 16:07:55.003776,2026-04-07 16:07:58.2972
